Link Product Page,title,ID,Stars out of 5,Reviewer Count
https://www.amazon.ae/Gold-Tone-Necklace-Poolside-Delicate-Vacation/dp/B0C2YCQCJ1/ref=sr_1_632?qid=1686556507&s=fashion&sr=1-632,"Gold Flower Lace Chain, Bikini Body Chain Summer Body Chain Body Jewelry Elegant Body Chain Gold-Tone Necklace Poolside Jewelry Delicate Body Chain Vacation Jewelry Feminine Fashion Piece for Women",242,No reviewer,No reviewer
https://www.amazon.ae/CISHOP-Womens-Gold-plated-Simulated-Earrings/dp/B07NF6M5MG/ref=sr_1_633?qid=1686556507&s=fashion&sr=1-633,CISHOP Women's 18K Gold-plated Simulated Pearl Earrings Kidney Wire Dangle Earrings,243,5,4
https://www.amazon.ae/Style-Pearl-Dangles-Earrings-Fashion/dp/B09GKXCG32/ref=sr_1_634?qid=1686556507&s=fashion&sr=1-634,Lura Style Pearl Dangles Hoops Earrings for Women Fashion,244,5,2
https://www.amazon.ae/Jumwrit-Necklace-Statement-Costume-Accessory/dp/B09MLYQ6YT/ref=sr_1_677?qid=1686556513&s=fashion&sr=1-677,Jumwrit Chunky Choker Necklace Statement Thick Necklace Heavy Chain Necklace Costume Accessory for Women Girls,249,3.9,139
https://www.amazon.ae/Yellow-Chimes-Fashion-Oxidized-Stylish/dp/B07GRQ8CN8/ref=sr_1_678?qid=1686556513&s=fashion&sr=1-678,Yellow Chimes Fashion Oxidized Silver Floral Single Stylish Anklet for Girls and Women,250,3.8,192
https://www.amazon.ae/Qimily-Earrings-Hypoallergenic-Lightweight-earrings/dp/B09THCSMP2/ref=sr_1_679?qid=1686556513&s=fashion&sr=1-679,Qimily Gold Hoop Earrings for Women，Gold Plated Hypoallergenic Lightweight Small Dainty Hoop Earrings Jewelry for Gifts,251,5,1
https://www.amazon.ae/Swarovski-Elements-Sterling-Necklace-girlfriend/dp/B07M7XR71K/ref=sr_1_680?qid=1686556513&s=fashion&sr=1-680,Swarovski Elements Crystal 18K Gold Plated 925 Sterling Silver Diamond Pendant Necklace for Women Ladies Girls Gift Package J.Rosée Jewelry,252,4.2,273
https://www.amazon.ae/Sterling-Rhodium-Plating-Lavari-Jewelers/dp/B083L876JT/ref=sr_1_681?qid=1686556513&s=fashion&sr=1-681,Black Onyx Flower Ring in 925 Sterling Silver with Rhodium Plating Size 6 by Lavari Jewelers,253,4.5,66
https://www.amazon.ae/Accessories-Flapper-Feather-Headpieces-Necklace/dp/B0BJ1LB3FH/ref=sr_1_682?qid=1686556513&s=fashion&sr=1-682,6 PCS 1920s Great Gatsby Accessories Flapper Accessories 1920s Accessories for Women 1920s Feather Flapper Headpieces Necklace Gloves Roaring 20s Accessories for Women,254,5,1
https://www.amazon.ae/Swarovski-Rose-Gold-Crystal-Necklace-5510698/dp/B07TTKNQ6D/ref=sr_1_725?qid=1686556518&s=fashion&sr=1-725,SWAROVSKI Women's Attract Crystal Necklace and Earrings Jewelry Collection,259,4.6,513
https://www.amazon.ae/Buckley-london-womens-bamboo-bracelet/dp/B09Y641HQP/ref=sr_1_726?qid=1686556518&s=fashion&sr=1-726,"Buckley london women's bamboo bangle bracelet, rose gold",260,No reviewer,No reviewer
https://www.amazon.ae/Hand%E2%80%91Made-Necklace-Jewelry-Bohemian-ValentineS/dp/B09LHC8V4C/ref=sr_1_727?qid=1686556518&s=fashion&sr=1-727,"Hand‑Made Beaded Necklace, Jewelry Bohemian Necklace, Hand‑Made Women Jewelry, Women'S Day for Girls Women Valentine'S Day",261,2,1
https://www.amazon.ae/Earrings-Rhinestone-Teardrop-Chandelier-Adjustable/dp/B09LH4NDNL/ref=sr_1_728?qid=1686556518&s=fashion&sr=1-728,2 Pairs Prom Earrings Black Earrings for Women Wedding Bridal Earrings Crystal Rhinestone Prom Long Teardrop Earrings Chandelier Earrings,262,4.2,80
https://www.amazon.ae/Merdia-Created-Crystal-Brooch-Vintage/dp/B01N0RIFUA/ref=sr_1_729?qid=1686556518&s=fashion&sr=1-729,"Merdia Created Crystal Brooch Fancy Vintage Style Flower Brooch Pin for Women, girls, ladies Blue color, Metal",263,4.5,951
https://www.amazon.ae/GMESME-Plated-Zirconia-Classic-Bracelet/dp/B09NMYYNN6/ref=sr_1_730?qid=1686556518&s=fashion&sr=1-730,GMESME 18K White Gold Plated 4.0 Round Cubic Zirconia Classic Tennis Bracelet 6/6.5/7/7.5/8/8.5/9 Inch,264,4.4,"1,818"
https://www.amazon.ae/Swarovski-Elements-Encrusted-Crystals-Matching/dp/B07N76ZRDJ/ref=sr_1_773?qid=1686556524&s=fashion&sr=1-773,"Swarovski Elements 18K White Gold Plated Jewelry Set Encrusted with Red Crystals and Matching Earrings, SWR-338",269,No reviewer,No reviewer
https://www.amazon.ae/Decorate-Pendant-Bracelet-Buddhist-Possesse/dp/B0BGSQDWBR/ref=sr_1_774?qid=1686556524&s=fashion&sr=1-774,Feng Shui Decorate AAAAA Baltic Amber Wax Pendant Natural Golden Pearl 108 Bracelet AMBER PENDANT Men's And Women's Sweater Chain Lovers Bracelet Buddhist Rosary Ward Off Evil Spirits Fortune Possesse,270,No reviewer,No reviewer
https://www.amazon.ae/Betsey-johnson-multi-colored-illusion-necklace/dp/B00UY46JLQ/ref=sr_1_775?qid=1686556524&s=fashion&sr=1-775,Betsey Johnson Weave and Sew Multi Woven Heart Illusion Necklace,271,4.4,"4,175"
https://www.amazon.ae/Rose-Platinum-Plated-Black-Earrings/dp/B071R2BJBQ/ref=sr_1_776?qid=1686556524&s=fashion&sr=1-776,"Rose Gold Platinum Plated Black Earrings Clip On Push Back Lion 1"" L319",272,5,1
https://www.amazon.ae/Lifequeen-Jewellery-Sterling-Starfish-Bracelets/dp/B08D3HWDZJ/ref=sr_1_777?qid=1686556524&s=fashion&sr=1-777,Lifequeen Jewellery 925 Sterling Silver Beach Charms Starfish Sea Turtle Tortoise Beads for Bracelets,273,No reviewer,No reviewer
https://www.amazon.ae/Dolphin-Charms-Sterling-Jumping-Bracelet/dp/B07GV7J1S8/ref=sr_1_778?qid=1686556524&s=fashion&sr=1-778,Dolphin Charms 925 Sterling Silver Jumping Sea Animal Dangle Charms Fits 3mm Snake Chain Bracelet,274,4.3,16
https://www.amazon.ae/YouBella-Stylish-Jewellery-Plated-Mix_Combo_103/dp/B07Q3X4PV9/ref=sr_1_821?qid=1686556530&s=fashion&sr=1-821,YouBella Stylish Fancy Party Wear Jewellery Gold Plated Jewellery Set for Women,279,3.1,360
https://www.amazon.ae/YouBella-gold-plated-Stylish-Adjustable-Bracelet/dp/B07RT6BSJ7/ref=sr_1_822?qid=1686556530&s=fashion&sr=1-822,YouBella Silver and Gold Base Metal gold-plated Stylish Adjustable Bracelet for Girls and Women (Combo of 2),280,4.2,"1,430"
https://www.amazon.ae/national-Womens-brooch-adults-Brooch/dp/B09LC845YW/ref=sr_1_823?qid=1686556530&s=fashion&sr=1-823,UAE national day Womens | Girls brooch for adults and kids i love uae lapel pins,281,No reviewer,No reviewer
https://www.amazon.ae/Shining-Diva-Fashion-Butterfly-10925np/dp/B07Y9SLR1L/ref=sr_1_824?qid=1686556530&s=fashion&sr=1-824,Shining Diva Fashion AAA Crystal Platinum Plated Butterfly Stylish Chain Pendant Necklace for Women and Girls,282,5,1
https://www.amazon.ae/Stylish-Designer-Dangling-Threader-Earring/dp/B07PW6N93N/ref=sr_1_825?qid=1686556530&s=fashion&sr=1-825,Yellow Chimes Stylish Party Wear Designer Range Pearl Dangling Sui Dhaga Threader Earring for Women &amp; Girls,283,4.4,77
https://www.amazon.ae/Esprit-ES1L289M0085SET-Ladies-Set/dp/B09QCVVRHC/ref=sr_1_826?qid=1686556530&s=fashion&sr=1-826,Esprit ES1L289M0085SET Ladies Set,284,5,1
https://www.amazon.ae/Cosydays-Rhinestone-Crystal-Sparkly-Jewelry/dp/B0B1D62BJ3/ref=sr_1_869?qid=1686556535&s=fashion&sr=1-869,Cosydays Rhinestone Leg Waist Chain Snake Leg Chain Crystal Body Thigh Chains Rave Party Bikini Body Jewelry for Women and Girls,289,No reviewer,No reviewer
https://www.amazon.ae/Yellow-Matching-Titanium-Stainless-Bracelet/dp/B07CXM24W4/ref=sr_1_870?qid=1686556535&s=fashion&sr=1-870,Yellow Chimes His or Hers Matching Set His Queen Her King Titanium Stainless Steel Couple Bracelet Rings for Girls &amp; Boys (2 Pcs) (Black &amp; Black Couple Rings),290,3.9,"1,392"
https://www.amazon.ae/Yellow-Chimes-Zirconia-Diamond-Bracelet/dp/B015VCM8G0/ref=sr_1_871?qid=1686556535&s=fashion&sr=1-871,Yellow Chimes Leafs-In-Tiara Swiss Cubic Zirconia 18K Gold Plated Diamond Strand Bracelet For Girls And Women,291,4.2,"1,342"
https://www.amazon.ae/JunXin-Daughter-Adjustable-Stacking-Hypoallergenic/dp/B0BNXLD6WW/ref=sr_1_872?qid=1686556535&s=fashion&sr=1-872,"JunXin To My Daughter Fidget Ring for Anxiety, Fidget Rings for Anxiety for Women, Adjustable Stacking Anxiety Relief Rainbow Fidget Ring Jewelry Gifts",292,4.2,203
https://www.amazon.ae/Zeshimb-Diamond-Necklace-Sterling-Zirconia/dp/B0BX3Y1GLW/ref=sr_1_873?qid=1686556535&s=fashion&sr=1-873,Zeshimb Diamond Cat Necklace Sterling Silver Cute Cubic Zirconia Bow Kitten Pendant Necklace Funny Cartoon Animal Cat Necklace Chain Jewelry Gifts for Women Teen Girls,293,3,2
https://www.amazon.ae/Adjustable-Braided-Bracelet-Universe-Bracelets/dp/B07L3DXPQ6/ref=sr_1_874?qid=1686556535&s=fashion&sr=1-874,"Adjustable Galaxy Solar System Stone Beads Braided Bracelet Universe Nine Planets Star Elastic Energy Beads Unisex Bracelets Bangles, 6.7 inches, Metal, Pearl",294,4.2,16
https://www.amazon.ae/Gemstone-Bracelet-Adjustable-Jewellery-16-5-24-1/dp/B08LPQ4C23/ref=sr_1_917?qid=1686556541&s=fashion&sr=1-917,"JOVIVI 7 Chakra Reiki Healing Crystal Gemstone Yoga Stone Beaded Braided Bracelet Adjustable Women Jewellery, 16.5-24.1 cm (Pack of 1), Stone, Agate",299,4.4,398
https://www.amazon.ae/Tomovely-Sterling-Silver-Necklace-Extenders/dp/B09ZTZBVJ1/ref=sr_1_918?qid=1686556541&s=fashion&sr=1-918,"Tomovely 6pcs Solid 925 Sterling Silver Necklace Chain Extenders for Necklace for Women Men 2"",2.5"", 3"",3.5"", 4"", and 6""",300,5,1
https://www.amazon.ae/Zaveri-Pearls-Women-Golden-ZPFK6274/dp/B077FXCK7Q/ref=sr_1_919?qid=1686556541&s=fashion&sr=1-919,Zaveri Pearls Cuff for Women (Golden) (ZPFK6274),301,3.9,948
https://www.amazon.ae/Michooyel-Eternity-Multicolor-Zirconia-Rhinestone/dp/B09WV1MRFH/ref=sr_1_920?qid=1686556541&s=fashion&sr=1-920,michooyel Eternity Rainbow Ring Band Ring for Women Girls 18K Gold Plated Oval Multicolor Cubic Zirconia Eternity Ring,302,3.9,9
https://www.amazon.ae/Shining-Diva-Fashion-Traditional-9837s/dp/B07JQV83CC/ref=sr_1_921?qid=1686556541&s=fashion&sr=1-921,Shining Diva Fashion Green Kundan Stylish Necklace Set for Women Wedding Traditional Jewellery Set with Earrings for Women and Girls (9837s),303,4.3,2
https://www.amazon.ae/ZHX-Exquisite-Sterling-Proposal-Engagement/dp/B07R8JHLXQ/ref=sr_1_922?qid=1686556541&s=fashion&sr=1-922,ZHX Exquisite Women's 925 Sterling Silver Floral Ring Proposal Gift Two Tone Diamond Jewelry 18K Rose Gold Vine Flower Bridal Engagement Rings Wedding Band Size 6-10 8 Multi,304,4.1,"2,176"
https://www.amazon.ae/EFTOM-Rhinestone-Necklace-Diamond-Necklaces/dp/B07QQQ7HZ1/ref=sr_1_965?qid=1686556546&s=fashion&sr=1-965,EFTOM Rhinestone Choker Necklaces Silver Sparkling Diamond Choker Crystal Bracelet Rhinestone Necklace for Women Girls,310,4.3,"1,677"
https://www.amazon.ae/ASHMITA-Fashion-Adjustable-Bracelet-Zirconia/dp/B07BHFY216/ref=sr_1_966?qid=1686556546&s=fashion&sr=1-966,"ASHMITA Fashion Adjustable Chain Bracelet for Women,Cubic Zirconia Rose Gold Gift Bracelet of Luxury Shining Jewelry",311,4.5,"1,584"
https://www.amazon.ae/POSICHE-Jewellery-Necklace-Wedding-Earring/dp/B09YQFBKWG/ref=sr_1_967?qid=1686556546&s=fashion&sr=1-967,"POSICHE Jewellery Set Women Necklace Set Pearls Jewellery Set Choker Necklace Wedding Jewellery, Women's Necklace Earring Set Bridal Wedding Wedding Dress Necklace Dinner Party Jewelry",312,No reviewer,No reviewer
https://www.amazon.ae/Genbree-Anklets-Beaded-Bracelet-Jewelry/dp/B088B87LR3/ref=sr_1_968?qid=1686556546&s=fashion&sr=1-968,Genbree Boho Anklets Beaded Ankle Bracelet Pearl Anklet Silver Summer Beach Foot Chain Jewelry for Women,313,No reviewer,No reviewer
https://www.amazon.ae/Magnetic-Controller-Necklaces-Matching-Friendship/dp/B09Q5QJ2MT/ref=sr_1_969?qid=1686556546&s=fashion&sr=1-969,Magnetic Game Controller Necklaces Matching Game Necklace for Couples BFF Friendship Necklace for Her and Her,314,3.6,112
https://www.amazon.ae/Shining-Diva-Fashion-Bracelet-9574b/dp/B07NQ3HDN3/ref=sr_1_970?qid=1686556546&s=fashion&sr=1-970,Shining Diva Fashion,315,No reviewer,No reviewer
https://www.amazon.ae/Distance-Bracelet-Balance-Friendship-Bracelets/dp/B07FDKGKX1/ref=sr_1_1013?qid=1686556552&s=fashion&sr=1-1013,Distance Couple Bracelet Ying Yang Balance Friendship His Hers Bracelet Healing Energy Stone Bracelets,320,4.4,25
https://www.amazon.ae/COOLBABY-Bracelet-Bracelets-MULTICOLOR-VVAG279-SRK/dp/B0B8NGN9PS/ref=sr_1_1014?qid=1686556552&s=fashion&sr=1-1014,"COOLBABY 2 Pack Beaded Bracelet Set Natural Energy Stones Round Elastic Bracelets for Women Man, MULTICOLOR, VVAG279-SRK, One Size",321,3.1,2
https://www.amazon.ae/Black-Aimimier-Sparkling-Rhinestone-Jewellery/dp/B086W2WQJ2/ref=sr_1_1015?qid=1686556552&s=fashion&sr=1-1015,Aimimier Bridal CZ Crystal Hoop Earrings Sparkling Rhinestone Large Round Loop Earrings Crystal Paved Wedding Prom Party Festival Jewelry for Women and Girls,322,3.7,45
https://www.amazon.ae/Rhinestone-Piercing-Attractive-Processed-Professional/dp/B0C5VYYP1N/ref=sr_1_1016?qid=1686556552&s=fashion&sr=1-1016,4 pcs18g Round Rhinestone Cz Nose Screw Studs Rings Piercing Jewelry Attractive Processed Professional Processed,323,No reviewer,No reviewer
https://www.amazon.ae/OAST-Bracelet-Friendship-Stainless-gemstone/dp/B0B3NDB7R9/ref=sr_1_1017?qid=1686556552&s=fashion&sr=1-1017,"OAST Nail Bracelet Gold Nail Cuff Bracelet for Women Men, Nail Bracelet Women Cartier Bangle Bracelet for Women Cable Cuff Bracelet, Ideal Gift for Love Friendship Family",324,4.5,60
https://www.amazon.ae/Shining-Diva-Fashion-Plated-9733r/dp/B07DHLNW6M/ref=sr_1_1018?qid=1686556552&s=fashion&sr=1-1018,Shining Diva Fashion Gold Plated Stylish Traditional Adjustable Pearl Finger Ring for Women and Girls,325,4.2,5
https://www.amazon.ae/FASHIONBOX-Tennis-Necklace-Gradient-Silver/dp/B09SQ7PTK8/ref=sr_1_1061?qid=1686556557&s=fashion&sr=1-1061,FASHIONBOX Gigi Tennis Necklace Gradient Blue/Silver 4Mm One Size Blue,330,No reviewer,No reviewer
https://www.amazon.ae/Birthday-Necklace-Decades-Daughter-Zirconia/dp/B09GRYHXZT/ref=sr_1_1062?qid=1686556557&s=fashion&sr=1-1062,"30th 40th 50th 60th 70th Birthday Gifts for Women, Silver Happy Birthday Jewelry Gift for Her Friend Daughter Sister Lover Family……",331,4.5,333
https://www.amazon.ae/Bracelets-Stainless-Adjustable-Barefoot-Jewellery/dp/B0BYYM3PWR/ref=sr_1_1063?qid=1686556557&s=fashion&sr=1-1063,3 Pcs Cuban Chain Anklet 14K Gold Ankle Bracelets Stainless Steel Anklet Ankle Bracelets Adjustable Gold Plated Ankle Bracelets for Summer Sandals Barefoot Jewellery,332,No reviewer,No reviewer
https://www.amazon.ae/Anju-Banjara-Earrings-Chalcedony-Copper/dp/B09ZHS76FY/ref=sr_1_1064?qid=1686556557&s=fashion&sr=1-1064,"Anju Banjara Earrings - Chalcedony, Copper, Chalcedony",333,No reviewer,No reviewer
https://www.amazon.ae/MODRSA-Piercing-Surgical-Stainless-Hypoallergenic/dp/B092DB91MH/ref=sr_1_1065?qid=1686556557&s=fashion&sr=1-1065,MODRSA Nose Rings for Women Men Nose Piercing Jewelry 20g Nose Ring Hoop Silver Rose Gold Nose Hoop Surgical Stainless Steel Hypoallergenic Diamond Nose Studs L Shape Nose Screw Heart Nostril Jewelry,334,4.3,"12,140"
https://www.amazon.ae/Cowlyn-Adjustable-Necklace-Cultured-Valentine/dp/B08FC3VXPC/ref=sr_1_1066?qid=1686556557&s=fashion&sr=1-1066,"Cowlyn Pearl Choker Dainty Adjustable Necklace 18K Gold Plated Cultured Barque Pearl Tiny Chain Delicate Mother's Valentine Jewelry for Women Girls, Brass, Copper, Gold, Pearl, Pearl",335,4.4,"1,412"
https://www.amazon.ae/Necklace-Carnelian-Necklaces-Aventurine-Turquoise/dp/B0BJ1WBBQ9/ref=sr_1_1157?qid=1686556568&s=fashion&sr=1-1157,"Crystal Pendant Necklace, 10Pcs Healing Amethyst Crystals, Carnelian Chakra Necklaces Evil Eye Necklace, Rose Quartz Obsidian Moon Sun Jewelry Heart Gemstone Aventurine Turquoise Pendant for Women",343,5,1
https://www.amazon.ae/Estele-silver-polish-pendant-Adjustable/dp/B08D878M65/ref=sr_1_1158?qid=1686556568&s=fashion&sr=1-1158,Estele gold and silver polish curved pendant with white stone for women Adjustable,344,3.5,10
https://www.amazon.ae/Womens-Stainless-Steel-Pendant-Necklace/dp/B0B4HN24MC/ref=sr_1_1159?qid=1686556568&s=fashion&sr=1-1159,Women's 18k Gold Stainless Steel Moon Pendant Necklace,345,4,1
https://www.amazon.ae/Magnetic-Stud-Non-piercing-Stainless-stainless/dp/B081BWX6C2/ref=sr_1_1160?qid=1686556568&s=fashion&sr=1-1160,"4 Pairs Magnetic Stud Earrings Non-piercing Stainless Steel Zircon Earrings for Men and Women, stainless steel, cubic zirconia",346,3.4,112
https://www.amazon.ae/Touchstone-Collection-Bollywood-Depiction-Bracelets/dp/B07BWJRQ4S/ref=sr_1_1161?qid=1686556568&s=fashion&sr=1-1161,Touchstone Indian Bollywood Kundan Look Hand Engraved Peeled Metal Mesh Work Twisted Wires Rhinestone Meenakari Enamel Designer Jewelry Bangle Bracelets In Gold Silver Tone For Women.,347,3.8,931
https://www.amazon.ae/MAKINGTEC-Shining-Butterfly-Earrings-Piercing/dp/B0B92BMVJ2/ref=sr_1_1162?qid=1686556568&s=fashion&sr=1-1162,MAKINGTEC Shining Butterfly Ear Cuffs Zircon Butterfly Earrings for Women Ear Cuffs for Women Non Piercing Ear Wrap Around Earrings for Girls,348,1,2
https://www.amazon.ae/Sterling-Earrings-Cartilage-Minimalist-Hypoallergenic/dp/B08LM9CDWM/ref=sr_1_1205?qid=1686556574&s=fashion&sr=1-1205,4 Prong CZ Round Stud With Chain Cuff S925 Sterling Silver Earrings for Women Girls Cartilage Double Piercing Holes Fashion Chic Minimalist Climber Crawler Threader Hypoallergenic Gifts,353,4.5,343
https://www.amazon.ae/SWAROVSKI-Womens-Symbolic-Pendant-finish/dp/B01I18VC90/ref=sr_1_1206?qid=1686556574&s=fashion&sr=1-1206,SWAROVSKI Women's Symbolic Evil Eye Crystal Jewelry Collection,354,4.6,"6,254"
https://www.amazon.ae/Double-Piercing-Earrings-Chain-Ziconia/dp/B09MLP82MJ/ref=sr_1_1207?qid=1686556574&s=fashion&sr=1-1207,"Brayeg Gold Chain Earrings Double Piercing, 3mm Cubic Zirconia 2 Hole Earrings Hypoallergenic Jewelry Gift for Women Girls",355,4.2,9
https://www.amazon.ae/Silver-Pendant-Necklace-Jewelry-Necklaces/dp/B0B433TV9D/ref=sr_1_1208?qid=1686556574&s=fashion&sr=1-1208,Silver Syria Map Flag Pendant Chain Necklace for Women Men Middle East Jewelry Necklaces,356,5,4
https://www.amazon.ae/Yumay-Yellow-Earrings-Hand-Tiwsted-Ladies/dp/B07L327CMC/ref=sr_1_1209?qid=1686556574&s=fashion&sr=1-1209,"Yumay 9CT Yellow Gold Hoop Earrings for Women and Girls,3 Layer Hand-Tiwsted Ladies Earrings(30MM)",357,3.9,179
https://www.amazon.ae/Earrings-Surgical-Zirconia-Stainless-zirconia/dp/B09BJD4K5J/ref=sr_1_1210?qid=1686556574&s=fashion&sr=1-1210,"16G Septum Rings Daith Earrings 316L Surgical Steel Hinged Septum Jewelry with Clear Cubic Zirconia for Women Men, 8mm 10mm",358,No reviewer,No reviewer
https://www.amazon.ae/Wedding-Rosette-Mantilla-Decoration-Supplies/dp/B07N6NYRJJ/ref=sr_1_1253?qid=1686556580&s=fashion&sr=1-1253,3PCS Bride To Be Wedding Set White Lace Tulle Rosette Mantilla Badge Sash Garter Wedding Decoration Party Supplies,363,4.2,13
https://www.amazon.ae/Jewlpire-Sterling-Silver-Chain-Necklace/dp/B07SS3JJDC/ref=sr_1_1254?qid=1686556580&s=fashion&sr=1-1254,Jewlpire 925 Sterling Silver Chain 0.8mm Box Necklace Chain - Italian Necklace Chain - Super Thin &amp; Strong - Friendly Price &amp; Quality 16/18/20 Inch,364,4.4,"11,157"
https://www.amazon.ae/Shining-Diva-Fashion-Traditional-A12082s/dp/B09CH6T5L2/ref=sr_1_1255?qid=1686556580&s=fashion&sr=1-1255,Shining Diva Fashion Latest Choker Design Traditional Stylish Fancy Pearl Necklace Jewellery Set for Women,365,5,3
https://www.amazon.ae/BOZONY-Freshwater-Earrings-Plated-Sterling/dp/B0BK4NSLSD/ref=sr_1_1256?qid=1686556580&s=fashion&sr=1-1256,"BOZONY Freshwater White Pearl Drop Earrings Gold Plated Earrings, 925 Sterling Silver CZ Dangle Pearl Earrings for Women",366,5,1
https://www.amazon.ae/Earrings-Stainless-Zirconia-wedding-jewelry/dp/B0BW9KXKXZ/ref=sr_1_1257?qid=1686556580&s=fashion&sr=1-1257,3 Pairs Stud Earrings Stainless steel 3mm Round Cubic Zirconia Set Golden and Silver daily use wedding fine jewelry gift,367,No reviewer,No reviewer
https://www.amazon.ae/Packs-Invisible-Ring-Adjuster-Sizes/dp/B08L4Q5SJB/ref=sr_1_1258?qid=1686556580&s=fashion&sr=1-1258,16 Packs Invisible Ring Size Adjuster (8 Sizes),368,3.2,4
https://www.amazon.ae/Skagen-Stainless-Crystal-Circular-Necklace/dp/B01BOR13QW/ref=sr_1_1301?qid=1686556585&s=fashion&sr=1-1301,"Skagen Women's Stainless Steel Elin Crystal Circular Pendant Necklace, Silver",373,4.7,441
https://www.amazon.ae/Aheli-Classy-Wedding-Traditional-Jewelry/dp/B07MC86X8V/ref=sr_1_1302?qid=1686556585&s=fashion&sr=1-1302,Aheli Classy Wedding Party Wear Nose Ring Nath with Pearl Chain Traditional Saree Jewelry for Indian Women,374,3.7,36
https://www.amazon.ae/KASTWAVE-Cartilage-Adjustable-Minimalist-Valentines/dp/B0B25CC9XP/ref=sr_1_1303?qid=1686556585&s=fashion&sr=1-1303,"No Piercing Earcuff, KASTWAVE 4PCS Fake Helix Ear Cuff Cartilage Earring, 14K Gold Simple Lines Adjustable Ear Cuffs Minimalist Women Girls Men Clip On Adornment Set Valentine's Day Gifts",375,4,1
https://www.amazon.ae/YouBella-Stylish-Jewellery-Earrings-YBEAR_31257A/dp/B06XTB2N7P/ref=sr_1_1304?qid=1686556585&s=fashion&sr=1-1304,YouBella Stylish Party Wear Jewellery Gold Plated Drop Earrings for Women (Pink)(YBEAR_31257A),376,3.6,123
https://www.amazon.ae/stainless-steel-charm-bracelet-rope/dp/B07NF2HBVN/ref=sr_1_1305?qid=1686556585&s=fashion&sr=1-1305,stainless steel charm love bracelet -rope,377,4.2,4
https://www.amazon.ae/Butterfly-Backpack-SYOSI-Backpacks-Steampunk/dp/B0C1GFN3KV/ref=sr_1_1306?qid=1686556585&s=fashion&sr=1-1306,"5 Pieces Enamel Pins Butterfly Backpack Pins, SYOSI, Jackets Clothes Insect Girls Pins for Backpacks Cool Lapel Pin Steampunk Badge Small Pins for Women",378,No reviewer,No reviewer
https://www.amazon.ae/ELECDON-Stainless-Septum-Cartilage-Piercing/dp/B09M824LXV/ref=sr_1_1349?qid=1686556591&s=fashion&sr=1-1349,ELECDON 18Pcs 20g Stainless Steel Nose Ring Hoop Septum Ring Cartilage Helix Ear Piercing 6mm 8mm 10mm,383,No reviewer,No reviewer
https://www.amazon.ae/Earrings-Lightweight-Teardrop-Hypoallergenic-Waterdrop/dp/B0C16S1BHJ/ref=sr_1_1350?qid=1686556591&s=fashion&sr=1-1350,"Chunky Gold Hoop Earrings for Women, Lightweight Teardrop Hoops Earrings with 18K Real Gold Plated, Hypoallergenic Earrings Waterdrop Hollow Open Jewelry for Women",384,4.5,57
https://www.amazon.ae/Invisible-Adjuster-Jewelry-Tightener-Multi-Size/dp/B09HGS2K8B/ref=sr_1_1351?qid=1686556591&s=fashion&sr=1-1351,"Invisible Ring Size Adjuster 3 Sheets for Loose Rings,Ring Sizer for Fixing Wide Rings,Jewelry Ring Guard Ring Smaller Spacer Loose Ring Tightener Ring Multi-Size Ring Sizer,Set of 54 Pcs",385,No reviewer,No reviewer
https://www.amazon.ae/Trounistro-Styles-Sweater-Cardigan-Dresses/dp/B07R66LNGG/ref=sr_1_1352?qid=1686556591&s=fashion&sr=1-1352,Trounistro 10 Styles Sweater Shawl Clips Set Retro Cardigan Collar Clips Dresses Cardigan Collar Clips Shirts Clips for Women Girls,386,4.4,542
https://www.amazon.ae/Crystal-Piercing-Jewelry-Surgical-Stainless/dp/B07MQW9QRN/ref=sr_1_1353?qid=1686556591&s=fashion&sr=1-1353,15 Pieces Crystal Navel Belly Button Ring Body Piercing Jewelry Surgical Stainless Steel Bar Belly Ring,387,3.9,3
https://www.amazon.ae/Beads-Necklace-Bracelet-Prayer-Meditation/dp/B07NWJX2KK/ref=sr_1_1354?qid=1686556591&s=fashion&sr=1-1354,"Mala Beads Necklace Bracelet 108 beads 8 mm Prayer, Meditation or Wood Necklace",388,4.4,70
https://www.amazon.ae/Touchstone-Hollywood-filigree-Rhinestone-designer/dp/B01K4ZWPTE/ref=sr_1_1397?qid=1686556596&s=fashion&sr=1-1397,Touchstone gold tone royal Indian Hollywood rhinestones grand bridal jewelry necklace set for women,393,4.1,286
https://www.amazon.ae/Bomine-Turquoise-Bracelets-Bracelet-Jewelry/dp/B08H1YTYTX/ref=sr_1_1398?qid=1686556596&s=fashion&sr=1-1398,Bomine Turquoise Finger Bracelets Ring Hand Chain Beach Slave Bracelet Jewelry for Women and Girls,394,3.7,17
https://www.amazon.ae/Aromatherapy-bracelet-Essential-Diffuser-Christmas/dp/B074Y9WZCJ/ref=sr_1_1399?qid=1686556596&s=fashion&sr=1-1399,"Aromatherapy bracelet, Anxiety Ease Essential Oils Diffuser Bracelet Jewelry for Women, Perfect Birthday Gifts for Women with 8 Color Reusable Refill Pads Christmas Gifts for Women",395,4.4,"5,186"
https://www.amazon.ae/Duufin-Bohemian-Earrings-Statement-Gemstone/dp/B0B7RRR4PM/ref=sr_1_1400?qid=1686556596&s=fashion&sr=1-1400,Duufin 20 Pairs Bohemian Earrings Vintage Drop Dangle Earrings Boho Earrings Set Statement Earrings Alloy Long Boho Dangle Earrings for Women,396,4.4,"3,193"
