Link Product Page,title,ID,Product Discription,Product Info
https://www.amazon.ae/Rhinestone-Piercing-Attractive-Processed-Professional/dp/B0C5VYYP1N/ref=sr_1_1016?qid=1686556552&s=fashion&sr=1-1016,4 pcs18g Round Rhinestone Cz Nose Screw Studs Rings Piercing Jewelry Attractive Processed Professional Processed,323,"['copper', ""It's the best gift for you ,lover, friends and so on."", 'Rod length 7mm rod thickness 0.8mm zircon diameter 3-3.6mm', ""It is a great gift and a surprise for your friends, girl- friend or boy-friend, and your families on festival day, Mothers day Fathers day, Chrismas day, Valentine's Day,Birthday."", 'Fashion Design Makes You Popular and Outstanding']",{}
https://www.amazon.ae/OAST-Bracelet-Friendship-Stainless-gemstone/dp/B0B3NDB7R9/ref=sr_1_1017?qid=1686556552&s=fashion&sr=1-1017,"OAST Nail Bracelet Gold Nail Cuff Bracelet for Women Men, Nail Bracelet Women Cartier Bangle Bracelet for Women Cable Cuff Bracelet, Ideal Gift for Love Friendship Family",324,"['💕【High-quality Material】Nail gold bangle bracelets for women is made of high-quality stainless steel, Hypoallergenic，Made with sensitive skin in mind， nickel-free，exquisite polishing technology, cuff bangle nail bracelets for women love bracelet bangle is not easy to deform and fade, durable fashionable stainless steel nail bracelet, cuff bracelets for women is polished for a luxe effect and shine.', '💕【NO Locking Clasp&3 Color】This stainless steel gold bangles for women men can be worn directly through the cable cuff bangle bracelet without locking clasp, simple design, easy to wear. OAST nail bangle bracelets have 3 style 3 color, different colors bangle bracelets with different styles, gold, black,sliver, and we have 2size of nail bracelet, men bangle bracelets (size:7.48in), weight (50g); women bangle bracelets (size:7.08in), weight (28.5g)', '💕【Irresistible Glamour--Personalised bangle Bracelet】Twist nail bracelet with unique and smooth twist design, unique style，Modern and retro faceted bezel，cable cuff bangles bracelets for men women after polishing, magnifying the sparkle, show your charm.', '💕【Fashion and Eye-catching】Silver stainless steel nail bangles bracelets is full of future fashion sense, gold nail bracelet is full of full of elegance, black nail cuff bangle bracelet always goes well with your clothes, adjustable bangles for women creating a particularly outstanding visual sense, embellishing your collocation, wearing this nail bangle bracelet can go well with your any clothes.', ""💕【The Sweetest Gift】Special day special gift, bracelet always delight! Gold bangle bracelets for women wrapped in a pretty velvet bag and ready for giving, fashion-minded women and men in your life. Whether your wife or girlfriend for Valentine’s Day or your anniversary, your mom on Mother’s Day, your dad on Father's Day, your daughter, granddaughter, sister or best friend on her birthday, this stainless steel jewelry is sure to impress on any important occasion. Or treat yourself, any day."", 'Style: Bangle,Cuff,Simple']","{'Material': 'Stainless Steel', 'Colour': 'Silver-7.48in-Men', 'Brand': 'OAST', 'Style': 'Bangle,Cuff,Simple', 'Age range (description)': 'Adult'}"
https://www.amazon.ae/Shining-Diva-Fashion-Plated-9733r/dp/B07DHLNW6M/ref=sr_1_1018?qid=1686556552&s=fashion&sr=1-1018,Shining Diva Fashion Gold Plated Stylish Traditional Adjustable Pearl Finger Ring for Women and Girls,325,"['Color: Golden', 'Material: Gold Plated', 'Stylish ring for women', 'Pearl polki traditional finger ring', 'Adjustable free size', 'It is advisable to store jewellery in a zip lock pouch (air tight pouch), keep away from water perfume and other chemicals and clean it with dry and soft cloth', 'Country of Origin: India', '', '', '', '', '', '', '']",{}
https://www.amazon.ae/FASHIONBOX-Tennis-Necklace-Gradient-Silver/dp/B09SQ7PTK8/ref=sr_1_1061?qid=1686556557&s=fashion&sr=1-1061,FASHIONBOX Gigi Tennis Necklace Gradient Blue/Silver 4Mm One Size Blue,330,"['Gold plated necklace', 'Made by fashionbox', 'High quality', 'Trendy Design', 'Suitable for day and night wear', 'Jewelry for Women']",{}
https://www.amazon.ae/Birthday-Necklace-Decades-Daughter-Zirconia/dp/B09GRYHXZT/ref=sr_1_1062?qid=1686556557&s=fashion&sr=1-1062,"30th 40th 50th 60th 70th Birthday Gifts for Women, Silver Happy Birthday Jewelry Gift for Her Friend Daughter Sister Lover Family……",331,"['🎂 40th Birthday Necklace for Women: The 40th birthday necklace featuring 4 rings symbolizes 4 amazing decades, help her celebrate the 40th with this simple and elegant gift. When she wears this beautiful necklace, she will have a reminder that your admiration and love for her is infinite. A sentimental and perfect birthday gift for friend, wife, mom, mother, daughter, sister, niece. Also amazing for colleague, coworker or boss.', '🎈 Comfortable and Safe to Wear: The necklace is made of skin-friendly silver plated, embellished with AAA+ CZ crystals, shiny and dainty. No harm to your skin, Hypoallergenic and Lead-free & Nickel-free.You can wear this necklace comfortably on any occasion.', '💕 Perfect Size: The single ring is about 1.6cm across, 18\'\'+ 2"" extension Rolo chain that features a sturdy lobster clasp, this length works on practically anyone. The chain is dainty but strong, not easy to break.', '🎁 40th Birthday Gifts for Her: The necklace is wrapped with a special message card, an envelope and a blank greeting card. Necklace is nicely packaged ready to gift in a jewelry bag. You can write anything you want to express on the blank card. Then put it into the envelope and give her this cute necklace. Perfect milestone birthday present!', '💕 AFTER-SALES SERVICE: Your happiness is our happiness! We offer each customer a refund or replacement within 30days. Just feel free to contact us if you have any problems with our products. And please check the size description images before ordering.', 'Closure: lobster-claw-clasps']",{}
https://www.amazon.ae/Bracelets-Stainless-Adjustable-Barefoot-Jewellery/dp/B0BYYM3PWR/ref=sr_1_1063?qid=1686556557&s=fashion&sr=1-1063,3 Pcs Cuban Chain Anklet 14K Gold Ankle Bracelets Stainless Steel Anklet Ankle Bracelets Adjustable Gold Plated Ankle Bracelets for Summer Sandals Barefoot Jewellery,332,"['[GOLD ANKLET COLLECTION]: This set contains three different gold anklets: one with a leaf charm, one with a CZ stone and one with a satellite chain. You can wear them separately or together for a layered look.', '[ADJUSTABLE SIZE]: The anklets measure 8.5 inches with a 2.5 inch extension chain. They have a sturdy lobster clasp that allows you to customize the length to fit your ankle comfortably.', '[HIGH QUALITY MATERIAL]: The anklets are made of 18k real gold plating that is lead-free, nickel-free and hypoallergenic. They are gentle on your skin and suitable for all-day wear.', '[GIFT BOX AND OCCASION]: The anklets come in a lovely gift box that makes them a perfect present for yourself or someone special. They are ideal for any occasion, such as weddings, engagements, anniversaries, graduations, parties and proms.', '[90 DAY GUARANTEE]: We offers a 90 day refund guarantee with no questions asked to ensure your total satisfaction.']","{'Material': 'Stainless Steel', 'Brand': 'MAKINGTEC', 'Style': 'Modern', 'Metal type': 'Stainless Steel', 'Theme': 'Plants'}"
https://www.amazon.ae/Anju-Banjara-Earrings-Chalcedony-Copper/dp/B09ZHS76FY/ref=sr_1_1064?qid=1686556557&s=fashion&sr=1-1064,"Anju Banjara Earrings - Chalcedony, Copper, Chalcedony",333,"['The Banjara Collection represents true crafstmanship from artisans who have fabricated metal jewelry for genera-tions. Every piece is individually hand-crafted using brass and copper wires. The stones used in this collection are semi-precious with natural colors.', 'TRENDY AND IMPRESSIVE: A luxurious, elegant accessory you can wear everyday to enhance your fashion statement; Good for all kinds of occasions.', ""ADORABLE GIFT: The best gift for your partner, lover, children, siblings, and friends, so that everyone's heart will be full of love, warmth and memories of you"", 'SWEET REMINDER: Please keep the accessories away from perfume, cosmetic and any other chemicals']",{}
https://www.amazon.ae/MODRSA-Piercing-Surgical-Stainless-Hypoallergenic/dp/B092DB91MH/ref=sr_1_1065?qid=1686556557&s=fashion&sr=1-1065,MODRSA Nose Rings for Women Men Nose Piercing Jewelry 20g Nose Ring Hoop Silver Rose Gold Nose Hoop Surgical Stainless Steel Hypoallergenic Diamond Nose Studs L Shape Nose Screw Heart Nostril Jewelry,334,"['[Item Contain]: 6pcs silver nose ring hoops + 4pcs l shape nose studs + 4pcs hook nose studs nose screw ring; You can also get a velvet pouch to hold all the nose ring hoop and nose ring stud;', '[Size]: Stainless steel nose ring hoop 20gauge (0.8mm); rose gold nose hoop inner diameter: 3/8""(10mm), only the hoop ring with heart ornament inner diameter : 5/16""(8mm); nose studs 20g (0.8mm) * pole length: 7mm; Nose piercing stud top jewelry and ball diameter.: 2-3mm;', '[Using]: 20g nose piercing jewelry can be used as nose ring hoop,gold nose ring, gold nose rings hoop, hoop nose rings for women; 20g nose hoop; Nose screw, nose studs, l shape nose piercing studs; nose piercing jewelry pack;', '[Material]: This 20gauge gold nose rings hoop and nose studs are made of high quality stainless steel; Highly Polished, Hypoallergenic, Smooth Surface, Comfortable for long time wear. Made of 316L Surgical Steel, Hypoallergenic, Free of Lead and Nickel nose piercing jewelry.', ""[Feature ]: Assorted style of nose piercing jewelry rose gold nose rings for women men; 20gauge nose ring hoop and nose studs nose screw pack for different use. Enjoy your body piercing. Best gift for Birthday, Christmas Day, Anniversary, Valentine's Day, Wedding, Vacation , Fancy Ball, Halloween Party and more."", 'Closure: Ball', 'Style: Stud']",{}
https://www.amazon.ae/Cowlyn-Adjustable-Necklace-Cultured-Valentine/dp/B08FC3VXPC/ref=sr_1_1066?qid=1686556557&s=fashion&sr=1-1066,"Cowlyn Pearl Choker Dainty Adjustable Necklace 18K Gold Plated Cultured Barque Pearl Tiny Chain Delicate Mother's Valentine Jewelry for Women Girls, Brass, Copper, Gold, Pearl, Pearl",335,"['💖PREMIUM MATERIA——Our pearl Choker are made of pure freshwater pearls. After very strict selection conditions, high-quality smooth and round pearls are selected to create this elegant white pearl necklace. Every pearl necklace is unique and precious. Gold chain necklace is made of environmentally friendly brass copper handmade, tarnish resistant, hypoallergenic,nickel-free, lead-free,cadmium-free and does not contain any allergic element', '💖SIZE——The pearl chain is 17.7 INCHES+with 2.7 inches (7cm） extender. Perfect size for most women girls', ""💖GIFT FOR HER——We have provided a beautiful packaging box, which is very suitable for giving away!This beautiful rectangle link chain layered necklace is chic and effortless. Makes the perfect wife, Birthday, Mother's Day, or Mother of Bride gift! You can show anyone you love them with this beautiful piece of jewelry - Grandmother, Daughters, Aunts, Mother, Sister-in-law, Godparents, Bridesmaids, Best Friends - Anyone you want to share a piece of your heart with."", ""💖PERFECT FOR ANY OCCASION—— This bright plated necklace is a fun, versatile piece that is sure to get compliments! Rose gold toned for extra shine, this piece is perfect for a girl's night out or for a formal event. Style this constellation necklace as an individual statement piece or stacked among other jewels."", '💖SERVICE ASSURANCE:In addition, if you have any questions , please contact us immediately.We believe that we can establish good communication and solve most problems', 'Style: Elegant']",{}
https://www.amazon.ae/Necklace-Carnelian-Necklaces-Aventurine-Turquoise/dp/B0BJ1WBBQ9/ref=sr_1_1157?qid=1686556568&s=fashion&sr=1-1157,"Crystal Pendant Necklace, 10Pcs Healing Amethyst Crystals, Carnelian Chakra Necklaces Evil Eye Necklace, Rose Quartz Obsidian Moon Sun Jewelry Heart Gemstone Aventurine Turquoise Pendant for Women",343,"['【Name】: Evil Eyes Natural Stone Crystal Hexagonal Pillars Bullet Pendant Winding Silk Necklace', '【Pack】: The 10-piece healing crystal necklace 7 chakra necklace, an evil eye necklace, a vintage sun moon necklace, an amethyst necklace, a rose quartz necklace, a rose quartz heart necklace, a carnelian necklace, an obsidian green aventurine necklace. A variety of vintage style hippie boho fashion necklaces that are very beautiful you can match with different styles of clothing.', ""【Gift】: These crystal pendant necklaces in different shapes and fashion styles are suitable for mom, girlfriend, or wife; perfect surprise gift for birthdays, Christmas, mother's day, valentine's day, anniversaries, etc."", '【Useful】: Natural energy healing crystal necklace pendant, can make you feel calm and relaxed, help you focus, keep your mind clear, relieve stress and anxiety, lift your spirits, get rid of dullness and boredom, and also bring you good luck and health.', '【Great】: Healing Crystal Necklace Jewelry is made of stainless steel alloy and energy crystal, it is sturdy quality, very stylish, not too heavy, and very easy to put on and take off.']",{}
https://www.amazon.ae/Estele-silver-polish-pendant-Adjustable/dp/B08D878M65/ref=sr_1_1158?qid=1686556568&s=fashion&sr=1-1158,Estele gold and silver polish curved pendant with white stone for women Adjustable,344,"['The brand, ESTELE, established since 1989, is curated, manufactured & sold by women for women. With 100% made in India product we are “vocal for local” with a core focus on sustainability that recycles all waste Metal, Water, Plastic & Rubber.', 'ESTELE - has been selling in India & across the globe for 31 years. With 1000 plus points of retail sale & online market expansion. We provide the best designs at affordable prices & 1 year warranty to ensure high customer satisfaction.', ""A woman’s love for Jewellery need's no introduction. Hand crafted for the modern age, quintessential, goddess that walk’s the earth. Enhancing mood, beauty & confidence. All Estele designs are 100% in house manufactured at Normak Fashions Pvt Ltd."", 'Superior quality product made as per International Standards. Toxic free materials like Hypo-allergenic steel posts, steel clasps & precious metal plating that are safe for the skin. Go long periods without any complaints of itching/ swelling.', 'Avoid contact with direct heat, water & organic chemicals i.e. perfumes, deodorants, sprays & other strong chemicals as they may react with the metal/ plating. When not in use store jewellery in air-tight boxes/ a cloth pouch to retain its shine.']",{}
https://www.amazon.ae/Womens-Stainless-Steel-Pendant-Necklace/dp/B0B4HN24MC/ref=sr_1_1159?qid=1686556568&s=fashion&sr=1-1159,Women's 18k Gold Stainless Steel Moon Pendant Necklace,345,"['Sleek design', 'Essential accessory in your daily life', 'Makes your outfit look complete', 'Creates focal point', 'Material Composition: stainless steel , Gold Plated , Crystal, Rhinestone', 'Style: Modern']",{}
https://www.amazon.ae/Magnetic-Stud-Non-piercing-Stainless-stainless/dp/B081BWX6C2/ref=sr_1_1160?qid=1686556568&s=fashion&sr=1-1160,"4 Pairs Magnetic Stud Earrings Non-piercing Stainless Steel Zircon Earrings for Men and Women, stainless steel, cubic zirconia",346,"['Material: made of stainless steel with cubic zircona in silver, maintaining color stability and not easy to fade or break, lightweight and comfortable to wear, you will feel no burden on your ears while wearing', 'Magnetic style: these stainless steel magnetic earrings allow you to have a beautiful wearing appearance as same as those who experience ear piercing, no need to pierce and easy to put on and remove', 'Shine your beauty: our non piercing stud earrings look so bright and shiny, can reflect the charming luster under light, help to complete your costume, catching eyes easily in the crowd, making you elegant and different', 'Smart gift: unisex design makes them suitable for both men and women, can be applied for gifts for your wife, husband, girlfriend, boyfriends, colleagues or other friends on Valentines Day, anniversary and various important days', 'Package contents: you will receive 2 pairs square zircon stud earrings and 2 pairs round zircon stud earrings in total, 4 pairs in 1 set, sufficient for your changing and share with your families or friends', 'Style: Stud']",{}
https://www.amazon.ae/Touchstone-Collection-Bollywood-Depiction-Bracelets/dp/B07BWJRQ4S/ref=sr_1_1161?qid=1686556568&s=fashion&sr=1-1161,Touchstone Indian Bollywood Kundan Look Hand Engraved Peeled Metal Mesh Work Twisted Wires Rhinestone Meenakari Enamel Designer Jewelry Bangle Bracelets In Gold Silver Tone For Women.,347,"['SIZE : MEDIUM-SMALL. Indian Size 2-6. Inner Diameter 2.38 Inches or 6 cm. Please check against old Bangle before ordering to avoid disappointment', ""PLEASE CHECK SIZE / DIAMETER OF OLD BANGLE (AND COMPARE) BEFORE ORDERING TO AVOID DISAPPOINTMENT. We offer many sizes from the smallest to the largest including children's sizes."", ""OCCASION Will add luster when worn for a wedding, engagement, party, prom and any special occasion. Will enhance special days like Christmas, Birthdays, Anniversaries, and Mother's Day. A Beautiful & Memorable Gift for all occasions. MATERIAL & TECHNIQUE : Long lasting Plating with Lacquer finish. Kundan Traditional Royal Setting Style Of India Used By Mughal Emperors and Kings In Rajasthan. Made of long lasting alloy metal, good quality Kundan stones. Hand finished."", 'BRAND : Touchstone is the Premium Fashion Jewelry Brand Of India since 20 years. They have been recreating the exquisite treasure of Indian Heritage Jewelry and retailing across India. Now available in the UAE at your doorstep. PACKAGING In a beautiful handmade fabric bag perfect for gifting and party favors.', '100% RISK FREE PURCHASE; Money Back if not delighted; Enjoy Long lasting plating, handcrafted finish and attention to detail.']","{'Material': 'Alloy', 'Colour': 'D176 Gold', 'Brand': 'Touchstone', 'Style': 'Bangles', 'Age range (description)': 'Adult'}"
https://www.amazon.ae/MAKINGTEC-Shining-Butterfly-Earrings-Piercing/dp/B0B92BMVJ2/ref=sr_1_1162?qid=1686556568&s=fashion&sr=1-1162,MAKINGTEC Shining Butterfly Ear Cuffs Zircon Butterfly Earrings for Women Ear Cuffs for Women Non Piercing Ear Wrap Around Earrings for Girls,348,"['The zircon butterfly ear cuff wrap crawler hook design will make the earrings easy to put on or take off, simple and delicate looking, classic and stylish, elegant and charming, suitable for most women to wear.', 'These butterfly ear cuffs are made of high-quality alloy, with zircon inlaid on them, safe and non-allergenic, wear-resistant and corrosion-resistant, highly polished, smooth surface, comfortable to wear.', 'Enjoy beauty and elegance even without piercings. They are made of a soft material that can be adjusted to fit firmly into the ear and bend gracefully around cartilage. You can wear them comfortably on your ears all day.', ""This unique and heartfelt product is beautifully packaged and ready for giving. Makes a sentimental surprise for any awesome lady. Great gifts for Mom or Grandma on Mother's Day, anniversary, birthday, or wedding celebration."", 'Service - Any help, please feel free to contact us, we will reply as soon as possible!', 'Material Composition: Shining Butterfly Ear Cuffs', 'Style: Wrap']",{}
https://www.amazon.ae/Sterling-Earrings-Cartilage-Minimalist-Hypoallergenic/dp/B08LM9CDWM/ref=sr_1_1205?qid=1686556574&s=fashion&sr=1-1205,4 Prong CZ Round Stud With Chain Cuff S925 Sterling Silver Earrings for Women Girls Cartilage Double Piercing Holes Fashion Chic Minimalist Climber Crawler Threader Hypoallergenic Gifts,353,"['Double 4 Prong Round Cubic Zirconia Chain Minimalist Stud Cuff Earrings are Plated with Thick White Gold/Rose Gold, makes the color last longer time and shiny color. It is a perfect gift for Women, Teen girls, Wife, Girlfriend, Aunt, Daughter, Sister, Best friends, Mother-in-law, Grandma, Nana, Granny.', 'Quality simple 4mm cubic zirconia cartilage earrings makes you more elegant and eye-catching. Suitable for earlobe, cartilage, tragus and helix piercing hole.', 'Material of dainty CZ climber crawler threader earrings: Sterling Silver, Hypoallergenic, Free of Lead and Nickle, high polished and thick plating, Fadeless and Durable. Safety for sensitive ears.', ""Fashion minimalist chain dangling earrings comes with a black gift bag, could be a great gift: Birthdays gift, Graduation gift, Christmas gift, Valentines gift, Halloween gift, Mother's Day gift, Thanks-giving Day Gift."", '60 DAYS GUARANTEE POLICY. 100% SATISFACTION GUARANTEED. We try our best to make sure every piece of our products arrives in best quality and condition. We do not sell products which are not same as described and picture. If you receive a defective product, please contact us immediately. We will offer free replacement OR refund FULL payment.', 'Style: Chain']",{}
https://www.amazon.ae/SWAROVSKI-Womens-Symbolic-Pendant-finish/dp/B01I18VC90/ref=sr_1_1206?qid=1686556574&s=fashion&sr=1-1206,SWAROVSKI Women's Symbolic Evil Eye Crystal Jewelry Collection,354,"['Swarovski Founded in Austria in 1895, Swarovski has become the world\'s premier jewellery and accessory brand, renowned for their reliably sparkling products. Founder Daniel Swarovski set out to achieve his goal of creating a ""diamond for everyone"" when he invented a machine that cut crystals more precisely than was possible by hand. Following centuries of creative collaboration and expertise, Swarovski became the leader of crystal cut creations and is proud to deliver extraordinary, everyday style to people around the world..Mysticism and beauty: Swarovski Symbolic Evil Eye Pendant, featuring a duo pendant look with a gorgeous sparkling eye and blue, black and clear stones.', ""Stunning and unique: The rose-gold colouring combined with Swarovski's quality mixed metal finish and an adjustable chain length help you stand out from the crowd with Swarovski crystals"", 'Designed to last: Swarovski jewellery features the extraordinary brilliance of Swarovski crystals and durable metals, to ensure the life of your jewellery avoid contact with water, lotions or perfumes', 'Keep eyes on you: Complete your look with Swarovski with a versatile design for every occasion; from luxury dinners to everyday wear, the Evil eye pendant is the accessory for every event', 'Items delivered: 1x Swarovski Symbolic Collection Evil Eye Pendant, 38cm rose-gold tone plated chain with blue, black and clear crystal pave, supplied in a Swarovski necklace box']",{}
https://www.amazon.ae/Double-Piercing-Earrings-Chain-Ziconia/dp/B09MLP82MJ/ref=sr_1_1207?qid=1686556574&s=fashion&sr=1-1207,"Brayeg Gold Chain Earrings Double Piercing, 3mm Cubic Zirconia 2 Hole Earrings Hypoallergenic Jewelry Gift for Women Girls",355,"['♥CHAIN EARRINGS ：It is a very stylish Dangle earrings.You can try variety style on your personal preference. You can wear it as cuff earring, dangle earrings, threader earrings. It is a perfect nickel free earrings not only for daily wear, but also for party wear. It will make you more charming.', '♥LIGHTWEIGHT AND COMFORT: This lightweight minimalist dangling earrings so light only 0.15 OZ, The length of these chain earrings is approximately 3~7 cm. Threading earrings will not hurt your ears, and they are very easy to insert into your ears.', ""♥SAFE & RELIABLE : This pair of 18K Gold Plated pull through earrings is hypoallergenic, lead free, cadium free, nickel free and harmless to human body, and it's a HEALTHY CHOICE for sensitive ears."", ""♥CHEERFUL GIFT FOR FRIEND AND FAMILY: GORGEOUS GIFT for your loved one, mom, best friend, sister, aunt, daughter for birthdays, holidays such as Christmas Day, New Year's Day, Valentines' day, Mother's Day or any other anniversaries, party, graduation, suitable for all occasions."", '♥GREAT CUSTOMER SERVICE - To ensure your 100% satisfaction, we offer a 90 day no-questions-asked money back guarantee for this gold chain earrings . Please feel free to contact us if you need.', 'Style: long chain']",{}
https://www.amazon.ae/Silver-Pendant-Necklace-Jewelry-Necklaces/dp/B0B433TV9D/ref=sr_1_1208?qid=1686556574&s=fashion&sr=1-1208,Silver Syria Map Flag Pendant Chain Necklace for Women Men Middle East Jewelry Necklaces,356,"['Unique design: High Polished Silver Color Stainless Steel Syria Map Flag Pendant designed', 'Measurement: Height 3cm，with 48cm chain', 'Package includes- 1pc Syria Map Pendant with Chain.', 'Surprise your wife, friend, girlfriend or boyfriend with the luxury pendant necklace for anniversary, birthday, for any other special occasions.']",{}
https://www.amazon.ae/Yumay-Yellow-Earrings-Hand-Tiwsted-Ladies/dp/B07L327CMC/ref=sr_1_1209?qid=1686556574&s=fashion&sr=1-1209,"Yumay 9CT Yellow Gold Hoop Earrings for Women and Girls,3 Layer Hand-Tiwsted Ladies Earrings(30MM)",357,"['*Package Including:Lovely Round Creole Hoop Earrings,A velvet jewelry bag,A nice branded gift box,A small book.', '*Top Quality:Antiallergic,Nickel-free,Lead-free,and Cadmium-Free,Safe,Quality and Durable.', '*These earrings are 30mm in diameter,which design is morden,Classic and Elegant Style,fully shows your taste and elegant.', ""*Nice gift,suitable for women and girls which includes your girlfriend,wife,fiancee,mother etc.Perfect for Personal keeping,Anniversaries, Birthday,Thanksgiving Day,Christmas,Mothers Day,Valentine's Day."", '*Lifetime Guarante,Money Back anytime if not satisfied,Lifetime service from Yumay Team.', 'Style: Hoop']",{}
https://www.amazon.ae/Earrings-Surgical-Zirconia-Stainless-zirconia/dp/B09BJD4K5J/ref=sr_1_1210?qid=1686556574&s=fashion&sr=1-1210,"16G Septum Rings Daith Earrings 316L Surgical Steel Hinged Septum Jewelry with Clear Cubic Zirconia for Women Men, 8mm 10mm",358,"['Clicker Gauge -- 10mm Septum Rings: 16gauge (thickness: 1.2mm), inner diameter 10mm. Please check inner diameter carefully. Select most suitable size for yourself.', 'Hypoallergenic – Made of 316L Surgical Steel, and High Polished Smooth Surface, Comfortable to Wear, High Resistance to Rust and Corrosion, More importantly, It Is Hypoallergenic.', 'Easy to Open and Close -- We use the latest production process to strictly control the quality. Hinge will be very easy to open/close a click closure by hand, Not require a tool.', '✅️ Suitable for -- Sold individually. Often used as septum jewelry, daith earrings or tragus earrings.', 'Quality Assurance -- If you have any questions, please contact us. We will make sure reply you in with 24 hours, and give you the solutions as well.']",{}
https://www.amazon.ae/Wedding-Rosette-Mantilla-Decoration-Supplies/dp/B07N6NYRJJ/ref=sr_1_1253?qid=1686556580&s=fashion&sr=1-1253,3PCS Bride To Be Wedding Set White Lace Tulle Rosette Mantilla Badge Sash Garter Wedding Decoration Party Supplies,363,"['العلامة التجارية : اخرى', 'المجموعة المستهدفة : نساء', 'مناسبة : العزوبية', 'نوع لوازم الحفلات : ديكورات', 'العمر : 18 سنة فاكثر']",{}
https://www.amazon.ae/Jewlpire-Sterling-Silver-Chain-Necklace/dp/B07SS3JJDC/ref=sr_1_1254?qid=1686556580&s=fashion&sr=1-1254,Jewlpire 925 Sterling Silver Chain 0.8mm Box Necklace Chain - Italian Necklace Chain - Super Thin &amp; Strong - Friendly Price &amp; Quality 16/18/20 Inch,364,"['❤THE BIGGEST SILVER JEWELRY FACTORY❤ When you get the sterling silver necklace chain, you will realize how smart you are and made a wise decision. Only our factory which is the biggest silver Jewelry factory has the ability to produce such a delicate necklace.', ""❤BEST SILVER MATERIAL&EXQUISITE CRAFTS❤ 925 sterling silver necklace chain, you won't get any irritation or skin rashes. Exquisite crafts to reduce the chance of catching on fabrics or hair."", '❤FRIENDLY PRICES BUT QUALITY OF FAMOUS BRANDS❤ our factory provide OEM service for many famous brands, so the sterling silver necklace chain you get which is same quality but half price even lower with the well-known brands.', '❤FASION AND UNIQUE DESIGN❤ this sterling silver necklace chain can be Paired with any pendant, you can use them to make your own personalized pendant.', '❤WORRY FREE GUARANTEE❤ 100% MONEY BACK. Our sterling silver necklace chain possess a high reputation. If you are unhappy with the silver chain for ANY reasons, we offer new replacement or full refund. Just contact us through clicking ""Sold by Jewlpire"" on the product detail page or your Amazon order page and you will be directed to ""Ask a question"" to send us message. We will ship new replacement or initiate full refund for you within 12 hours.']",{}
https://www.amazon.ae/Shining-Diva-Fashion-Traditional-A12082s/dp/B09CH6T5L2/ref=sr_1_1255?qid=1686556580&s=fashion&sr=1-1255,Shining Diva Fashion Latest Choker Design Traditional Stylish Fancy Pearl Necklace Jewellery Set for Women,365,"['Latest design traditional jewellery set', 'Stylish fancy choker necklace set for women', 'Gold plated kundan pearl jewellery set with earrings', 'Wedding party wear necklace jewellery', ""Shining Diva is a well known brand across fashion jewellery sector. Shining Diva products are preferred by many Designers, Stars and Celebrities. Shining Diva fashion jewelry believes in making beauty and fashion a part of everybody's life"", 'Stylish fancy choker necklace set for women', 'Gold plated kundan pearl jewellery set with earrings', '', '']",{}
https://www.amazon.ae/BOZONY-Freshwater-Earrings-Plated-Sterling/dp/B0BK4NSLSD/ref=sr_1_1256?qid=1686556580&s=fashion&sr=1-1256,"BOZONY Freshwater White Pearl Drop Earrings Gold Plated Earrings, 925 Sterling Silver CZ Dangle Pearl Earrings for Women",366,"['MATERIAL- Order includes 1 pair earrings.Pearl Earrings drop ball diameter: 12mm（0.47in), these fashion earrings are 925 sterling silver imitation freshwater pearl ball earrings.', 'NICKEL FREE AND HYPOALLERGENIC- it is hypoallergenic cubic zirconia earrings, they will not irritate your ears.Easy To Wear. All The Metals We Use Are Lead Free, Nickel Free And Hypoallergenic.No Harm To Health.', 'TOP QUALITY-18K Silver Plated drop earrings .Color:silver. Perfect choice for sensitive ears.', ""PERFECT FOR GIFTING-This makes the perfect gift for Mother's Day, Valentine's Day, Christmas, Birthdays, June Birthstone, Engagement, Brides, Bridesmaids or Graduation for any woman, teen, daughters, granddaughters, girlfriend, wife, fiancee or that special lady."", '90 DAY GUARANTEE-Your happiness is our happiness! To Ensure Your Complete Satisfaction, We Offer a 90 Day No-Questions-Asked Money Back Guarantee.', 'Style: Dangle']",{}
https://www.amazon.ae/Earrings-Stainless-Zirconia-wedding-jewelry/dp/B0BW9KXKXZ/ref=sr_1_1257?qid=1686556580&s=fashion&sr=1-1257,3 Pairs Stud Earrings Stainless steel 3mm Round Cubic Zirconia Set Golden and Silver daily use wedding fine jewelry gift,367,"['3 Pairs set: The package includes 3 pairs of stud earrings, 3mm, pin size: , butterfly earrings on the back for extra protection.', ""Cubic Zirconia: Classic stud earrings with high polished smooth surface, inlaid with shiny cubic zirconia, made of high quality cubic zirconia, suitable for all wearing styles, elegant, 6 pc for different occasions, let you get more people's appreciation."", 'Healthy Materials: 316L stainless surgical steel makes these earrings suitable for women, 100% nickel free, suitable for any sensitive skin, no allergic reaction and will not make your ears uncomfortable.', ""Fashion Earrings: Our Earring Jewelry Gifts are great for girlfriends, kids, partners as anniversary gifts, Father's Day gifts, Birthday gifts, Graduation gifts, Valentine's Day gifts, Christmas gifts."", 'MOTONO:If you are looking for the perfect Cubic Zirconia stud earrings, then we got you covered. This magnificent round cut stud earring set is made from highest available quality Zirconia it will last you a lifetime. Upon designing these classic stud earrings, we tried to make them as dazzling as possible.', 'Style: Stud']",{}
