Link Product Page,title,ID,   Current Price   ,Discount Percentage,   Price Before Discount   
https://www.amazon.ae/Silver-plated-bracelet-Pandora-Bracelets/dp/B07MX8QSG6/ref=sr_1_199?qid=1686556455&s=fashion&sr=1-199,Silver plated bracelet,149, AED 43.22 ,No discount, AED 34.48 
https://www.amazon.ae/KASTWAVE-Cat-Couple-Pendant-Pieces/dp/B092D59CJK/ref=sr_1_200?qid=1686556455&s=fashion&sr=1-200,KASTWAVE Cat Couple Pendant (2 Pieces),150, AED 43.22 ,-10%, AED 35.91 
https://www.amazon.ae/PAMP-BAR-SUISSE-24K-10GM/dp/B0BQF41424/ref=sr_1_202?qid=1686556455&s=fashion&sr=1-202,PAMP BAR SUISSE 24K 10GM,152, AED 43.22 ,No discount," AED 2,813.01 "
https://www.amazon.ae/Healifty-Finger-Rings-Flower-Adjustable/dp/B09QKY1DVN/ref=sr_1_245?qid=1686556462&s=fashion&sr=1-245,Healifty 2Pcs Full Finger Rings Flower Finger Rings Adjustable Finger Rings Punk Finger Rings,157, AED 43.22 ,No discount, AED 31.59 
https://www.amazon.ae/Jewel-string-bracelet-negative-energy/dp/B08Q7CLD8S/ref=sr_1_246?qid=1686556462&s=fashion&sr=1-246,"Jewel string by Bk arts Evil eye with black cord bracelet avoid negative energy for (unisex) (Not for anklet), size: best fit to 5.5 inch to 7.5 inch wrist size, Nylon, no gemstone",158, AED 43.23 ,No discount, AED 43.98 
https://www.amazon.ae/FAILCH-Crystal-Natural-Gemstone-Muticolor/dp/B0B7QW11HV/ref=sr_1_247?qid=1686556462&s=fashion&sr=1-247,FAILCH Evil Eye Crystal Phone Charm Natural Gemstone Charms Beaded Phone Lanyard Wrist Strap,159, AED 43.23 ,No discount, AED 68.93 
https://www.amazon.ae/Tomovely-Magnetic-Earrings-Stainless-Non-Piercing/dp/B0BM9YLPR9/ref=sr_1_248?qid=1686556462&s=fashion&sr=1-248,"Tomovely 8 Pairs Magnetic Stud Earrings for Men Stainless Steel Magnetic Earrings, Non-Piercing Dangle Hoop Earrings Unisex Gauges Clip on Earring CZ Magnet Earring Set",160, AED 43.23 ,-52%, AED 33.00 
https://www.amazon.ae/Zaveri-Zirconia-Contemporary-Earring-Zpfk9472/dp/B08GBZ1FJ6/ref=sr_1_249?qid=1686556462&s=fashion&sr=1-249,"Zaveri Pearls Brass Base Metal Cubic Zirconia Contemporary Rings Drop Brass Bali Earring For Women (Zpfk9472, Rose Gold)",161, AED 43.23 ,No discount, AED 15.36 
https://www.amazon.ae/Goodern-Necklace-Stainless-Personalized-Monogram/dp/B0BJ8VB2FG/ref=sr_1_250?qid=1686556462&s=fashion&sr=1-250,Goodern Initial Heart Necklace 18K Gold Plated Stainless Steel Tiny Heart Letter Necklace Personalized Monogram Name Necklace for Women Girls Love Heart A-Z 26 Initial Letters Pendant Necklace (A),162, AED 43.23 ,No discount, AED 45.55 
https://www.amazon.ae/FIRAZIO-Teacher-Appreciation-Bracelets-Zirconia/dp/B0BZPM4M8K/ref=sr_1_293?qid=1686556467&s=fashion&sr=1-293,"FIRAZIO 8Pcs Teacher Appreciation Bracelets Gifts for Women Men, Natural Stone Teacher Elastic Bead Bracelets Teacher Jewelry Gift",167, AED 43.23 ,No discount, AED 91.27 
https://www.amazon.ae/Beautiful-Necklace-Necklaces-Divination-Balancing/dp/B08P22Z7K8/ref=sr_1_294?qid=1686556467&s=fashion&sr=1-294,12 Facet Reiki Beautiful Crystal Pendant Necklace Healing Amethyst Pendulum Necklaces for Divination Balancing Pointed Pendant for Women,168, AED 43.23 ,No discount, AED 36.99 
https://www.amazon.ae/Choker-Necklace-Rhinestone-Multi-Layer-Necklaces/dp/B09YV8GYY1/ref=sr_1_295?qid=1686556467&s=fashion&sr=1-295,"Choker Necklace for Women, 2 Pieces Rhinestone Tassel Multi-Layer Wide Collar Necklaces Tassel Chain Necklaces for Women Girls Favor",169, AED 43.23 ,No discount, AED 51.21 
https://www.amazon.ae/Charm-Sterling-Birthstone-Charms-Bracelet/dp/B078WC111T/ref=sr_1_296?qid=1686556467&s=fashion&sr=1-296,"Blue Crystal Evil Eye Charm 925 Sterling Silver Lucky Beads Angel Birthstone Symbol Charm for Pandora Charms Bracelet (A), Sterling Silver",170, AED 43.23 ,-16%, AED 67.20 
https://www.amazon.ae/Zaveri-Pearls-Silver-Contemporary-Earrings-ZPFK10625/dp/B09HNZVVWX/ref=sr_1_297?qid=1686556467&s=fashion&sr=1-297,"Zaveri Pearls Gold, Rose Gold &amp; Silver Tone Set Of 3 Contemporary Hoop Earrings-ZPFK10625",171, AED 43.23 ,No discount, AED 33.00 
https://www.amazon.ae/Kercisbeauty-Butterfly-Necklace-Jewelry-Gemstone/dp/B081JBHN4J/ref=sr_1_298?qid=1686556467&s=fashion&sr=1-298,Kercisbeauty Silver Gold Butterfly Necklace for Women Ladies Girls Gift Her Jewelry Butterfly Choker,172, AED 43.24 ,No discount, AED 34.77 
https://www.amazon.ae/ULTNICE-Islamic-Prayer-Italian-Necklace/dp/B09WYP8CM7/ref=sr_1_341?qid=1686556473&s=fashion&sr=1-341,ULTNICE Islamic Prayer Rosary Beads Italian Rosary Bead Necklace Chain for Men,177, AED 43.24 ,No discount, AED 29.99 
https://www.amazon.ae/Pandora-Damen-Armreifen-14_k_-Gelbgold-587132-21/dp/B07BGV7XFX/ref=sr_1_342?qid=1686556473&s=fashion&sr=1-342,Pandora Jewelry Bangle Pandora Rose Bracelet,178, AED 43.24 ,No discount, AED 604.87 
https://www.amazon.ae/LMDPRAJAPATIS-Hessonite-Necklace-Aquarius-Birthstone/dp/B09NRX2KTX/ref=sr_1_343?qid=1686556473&s=fashion&sr=1-343,"LMDPRAJAPATIS 22k Gold Plated Natural Gomed Hessonite Necklace Dainty square Shape Pendant, Aquarius January Birthstone 10X12MM Teardrop Garnet Gemstone,Handmade Birthday Gift for Classy Women",179, AED 43.24 ,No discount, AED 215.43 
https://www.amazon.ae/KALVICA-Engagement-Friendship-Adjustable-Anniversary/dp/B09ZDCG5Y6/ref=sr_1_344?qid=1686556473&s=fashion&sr=1-344,"KALVICA 2 Pieces 925 Sterling Silver Rings for Couple Women Men Engagement Ring Set Wedding Rings Couples Friendship Rings Adjustable Ring for Birthday Valentine's Day Anniversary, 925 sterling silver",180, AED 43.24 ,No discount, AED 59.99 
https://www.amazon.ae/Healifty-Pendant-Necklace-Gemstone-Necklaces/dp/B097PCVW3M/ref=sr_1_345?qid=1686556473&s=fashion&sr=1-345,Healifty Life Tree Pendant Necklace 7 Color Tumble Stone Tree Necklace Gemstone Pendant Necklace Healing Crystal Stone Necklace Womens Pendant Necklaces,181, AED 43.24 ,No discount, AED 33.99 
https://www.amazon.ae/1928-Jewelry-Graduated-Necklace-Extender/dp/B0792NXG2W/ref=sr_1_346?qid=1686556473&s=fashion&sr=1-346,"1928 Jewelry Graduated Faux Pearl and Flower Decal Faux Pearls Necklace 16"" + 3"" Extender, 16, Pearl, Created Pearl- white",182, AED 43.24 ,No discount, AED 91.21 
https://www.amazon.ae/4-Leaf-Clover-Fashion-Stainless-Bracelet/dp/B0B2315M1B/ref=sr_1_389?qid=1686556479&s=fashion&sr=1-389,4-Leaf Clover Fashion Stainless Steel Cuff Bracelet -18k Gold Plated,187, AED 43.24 ,No discount, AED 45.00 
https://www.amazon.ae/Leafael-Infinity-Alexandrite-Birthstone-Silver-tone/dp/B07ZCGSRBT/ref=sr_1_390?qid=1686556479&s=fashion&sr=1-390,"Leafael Infinity Love Heart Stud Earrings with Birthstone Crystal Women's Gifts, Silver-tone",188, AED 43.24 ,No discount, AED 149.00 
https://www.amazon.ae/Shining-Diva-Fashion-Collection-9751er/dp/B07DQKRYWG/ref=sr_1_391?qid=1686556479&s=fashion&sr=1-391,Shining Diva Fashion Latest Stylish Gold and Silver Plated Long Tassel Earrings for Women,189, AED 43.24 ,No discount, AED 21.00 
https://www.amazon.ae/Ralukiia-Necklace-Sisters-Birthday-Jewelry/dp/B09WTLXF41/ref=sr_1_392?qid=1686556479&s=fashion&sr=1-392,"Ralukiia 3PCs Big Sis Mid Sis Lil Sis Heart Puzzle Piece Necklace Set, Sisters Gifts from Sister Birthday Jewelry",190, AED 43.25 ,No discount, AED 74.54 
https://www.amazon.ae/Beauty-Elegant-Emerald-Luxurious-Bracelet/dp/B0BSVFV2KL/ref=sr_1_393?qid=1686556479&s=fashion&sr=1-393,Fc Beauty Gold Plated Elegant Emerald Luxurious Cubic Tennis Chain Bracelet for Women's Gold And Silver,191, AED 43.25 ,No discount, AED 60.00 
https://www.amazon.ae/Friendship-Adjustable-Hand-Woven-Protection-Jewelry-Mix/dp/B088K23RD7/ref=sr_1_394?qid=1686556479&s=fashion&sr=1-394,The Woo's 2Pcs Evil Eye Bracelets Good Luck Pinky Promise Distance Matching Bracelets for Couple Friendship Family Adjustable Hand-Woven Cords Rope Thread Bracelet Protection Jewelry-Mix,192, AED 43.25 ,No discount, AED 18.50 
https://www.amazon.ae/ORiTi-Couples-Attraction-Bracelets-Bracelet/dp/B09J1ZSBKB/ref=sr_1_437?qid=1686556485&s=fashion&sr=1-437,ORiTi 2pcs Couples Mutual Attraction Bracelets Vows of Eternal Love Charms Jewelry Gifts Set for Lover Women Men Bracelet 8mm Beads Black&amp;White,197, AED 43.25 ,No discount, AED 19.98 
https://www.amazon.ae/Tomovely-Bracelet-Asymmetric-Opening-Bracelets/dp/B0C6186FVL/ref=sr_1_438?qid=1686556485&s=fashion&sr=1-438,Tomovely Women's Bracelet 2 Pieces Pearl Bangle Bracelet Gold Chunky Bracelet for Women Asymmetric Opened Bracelet Golden Opening Cuff Bracelets for Teen Girls,198, AED 43.25 ,No discount, AED 99.00 
https://www.amazon.ae/YADOCA-Stackable-Pineapple-Bracelets-Adjustable/dp/B07YW9VMQF/ref=sr_1_439?qid=1686556485&s=fashion&sr=1-439,"YADOCA 20 Pcs Layered Bracelet Set for Women Multiple Stackable Wrap Bangle Turtle Pineapple Arrow Feather Lotus Assorted Beaded Bracelets Adjustable Jewelry, 10 inch, Cotton Nickel, Cubic Zirconia",199, AED 43.25 ,No discount, AED 59.99 
https://www.amazon.ae/YouBella-Oxidized-Silver-Afghani-Adjustable/dp/B085TR87KH/ref=sr_1_440?qid=1686556485&s=fashion&sr=1-440,"YouBella Oxidized Silver Plated Afghani Rings for Women and Girls (Adjustable Size, Combo of 3, Style 1)",200, AED 43.25 ,No discount, AED 15.67 
https://www.amazon.ae/Youbella-Stylish-Traditional-Jewellery-Ybbn_91391_2-4/dp/B075HK7TNV/ref=sr_1_441?qid=1686556485&s=fashion&sr=1-441,YouBella Stylish Traditional Jewellery Silver Plated Bangle Set for Women,201, AED 43.25 ,-21%, AED 22.28 
https://www.amazon.ae/Collection-Bracelet-Precious-Meditation-Healing/dp/B0791BKP7R/ref=sr_1_442?qid=1686556485&s=fashion&sr=1-442,Yellow Chimes D'vine Collection 7 Chakra Bracelet Semi Precious Stone Yoga &amp; Meditation Reiki Healing Bracelet for Women and Men,202, AED 43.25 ,-76%, AED 9.87 
https://www.amazon.ae/Handmade-Tibetan-Traditional-Dangler-Earrings/dp/B07PFH9SQ3/ref=sr_1_485?qid=1686556490&s=fashion&sr=1-485,Yellow Chimes Handmade Tibetan Traditional COMBO of 3 Pairs Gold Plated Red/Green/Blue Dangler Earrings for Women and Girls,209, AED 43.25 ,No discount, AED 8.65 
https://www.amazon.ae/Estele-Golden-Trendy-Chandelier-Earrings/dp/B08CPSJB4N/ref=sr_1_486?qid=1686556490&s=fashion&sr=1-486,Estele Earrings for Women,210, AED 43.26 ,No discount, AED 16.00 
https://www.amazon.ae/Earrings-Lifters-Backings-Hypoallergenic-Reinforcement/dp/B08L3KR5WK/ref=sr_1_487?qid=1686556490&s=fashion&sr=1-487,"Earrings Back Lifters, 1 Pair/set Earring Backings, Heart Shape Copper Hypoallergenic Earring Posts Ear Stud Nut Earlobe Support for Droopy Ears Ear Lobe Reinforcement(Silver)",211, AED 43.26 ,No discount, AED 13.66 
https://www.amazon.ae/Amber-Prayer-Beads-Sterling-Silver/dp/B0B1CFCBZV/ref=sr_1_488?qid=1686556490&s=fashion&sr=1-488,"Amber Prayer Beads with 1000 Sterling Silver - Red/Black Rosary, 33",212, AED 43.26 ,No discount, AED 110.00 
https://www.amazon.ae/Ouran-Fashion-Necklace-Pendant-Rhinestone/dp/B078M1YRLK/ref=sr_1_489?qid=1686556490&s=fashion&sr=1-489,"Ouran Necklace for Women,Celtic Tree of Life Pendant Necklace with CZ Crystal Girls Long Chain Necklace",213, AED 43.26 ,-11%, AED 36.68 
https://www.amazon.ae/Estele-Plated-Non-Precious-Metal-Bracelet/dp/B08CSD9BP8/ref=sr_1_490?qid=1686556490&s=fashion&sr=1-490,Estele Fancy Designer Bracelets for Women,214, AED 43.26 ,-27%, AED 18.95 
https://www.amazon.ae/Rhinestone-Bikini-Adjustable-Summer-Layered/dp/B09WD4GW7K/ref=sr_1_533?qid=1686556496&s=fashion&sr=1-533,Summer Rhinestone Multilayer Waist Chain Beach Bikini Bead Belly Waist Chain Sequin Waist Belly Chain Beaded Body Chain for Women Girls,219, AED 43.26 ,No discount, AED 61.22 
https://www.amazon.ae/Collection-Oxidised-Chandbali-Earrings-Silver/dp/B078MGMVXV/ref=sr_1_534?qid=1686556496&s=fashion&sr=1-534,Yellow Chimes Tribal Muse Collection Oxidised Chandbali Silver Earrings For Women &amp; Girls (Silver-A),220, AED 43.26 ,No discount, AED 17.00 
https://www.amazon.ae/YouBella-Womens-Plated-Earrings-Jewellery/dp/B08KLHZ377/ref=sr_1_535?qid=1686556496&s=fashion&sr=1-535,YouBella Girls/Women's Gold Plated Earrings Jewellery Combo (Style 3),221, AED 43.26 ,No discount, AED 38.00 
https://www.amazon.ae/Epaulet-Shoulder-Epaulets-Chain%EF%BC%8CBlazer-Accessories/dp/B0C16Z1K26/ref=sr_1_536?qid=1686556496&s=fashion&sr=1-536,1 Pair Rivet Tassel Chain Epaulet Fringe Shoulder Pieces Rivet Shoulder Epaulets Tassel Chain，Blazer Uniform Accessories for Women Men,222, AED 43.26 ,No discount, AED 51.21 
https://www.amazon.ae/Accessories-Headband-Necklace-Earrings-Cocktail/dp/B0BPSHLSS7/ref=sr_1_537?qid=1686556496&s=fashion&sr=1-537,"1920s Flapper Makeup Accessories, 1920s Headband Necklace Gloves Accessories, Roaring 20s Black Feather Headband Earrings Necklace Long Gloves Opera Party Ball Cocktail Tea Party Clothing Accessories",223, AED 43.26 ,No discount, AED 32.99 
https://www.amazon.ae/Fashion-Natural-Bracelet-Handmade-Hematite/dp/B08VHH24RJ/ref=sr_1_538?qid=1686556496&s=fashion&sr=1-538,Fashion 4mm Natural Stone Beads Evil Eye Bracelet Handmade Hematite Turkish Evil Eye Braclet For Men Hand Jewelry (Color : Obsidian),224, AED 43.27 ,No discount, AED 30.50 
https://www.amazon.ae/Braided-Bracelets-Distance-Friendship-Graduation/dp/B0C71BZ6SJ/ref=sr_1_581?qid=1686556502&s=fashion&sr=1-581,2 pcs Heart Braided Bracelets Long Distance Friendship Graduation Gift For Couple Women Girls Teens With Wish Card Useful,229, AED 43.27 ,No discount, AED 7.64 
https://www.amazon.ae/Tewiky-Necklace-Paperclip-Necklaces-Jewelry/dp/B09WY7KPG7/ref=sr_1_582?qid=1686556502&s=fashion&sr=1-582,Tewiky Cute Heart Necklace Tiny 14k Gold Heart Pendant Choker Necklaces Small Gold Love Open Heart Chain Necklace for Women Dainty Gold Necklace Gifts for Her,230, AED 43.27 ,No discount, AED 56.91 
https://www.amazon.ae/doubgood-Bracelets-Valentines-Stackable-Bracelet/dp/B09HTSNTJY/ref=sr_1_583?qid=1686556502&s=fashion&sr=1-583,"doubgood Gold Beaded Bracelets for Women, Stackable Gold Bracelets for Women Men 14K Real Gold Plated Stretch Bead Ball Bracelet with Letter Pendant",231, AED 43.27 ,No discount, AED 59.71 
https://www.amazon.ae/Goodern-Blackpink-Necklace-Bracelet-Earring/dp/B0BQ3FFX3X/ref=sr_1_584?qid=1686556502&s=fashion&sr=1-584,Goodern Blackpink Gifts Set for Fans Blackpink Necklace Blackpink Bracelet Blackpink Earring Blackpink New Album Gifts Set Blackpink Jennie Lisa Jisoo Rose Jewelry Set Blackpink Group Gift for Blink,232, AED 43.27 ,No discount, AED 39.55 
https://www.amazon.ae/Cosplay-Earrings-Tanjiro-Hanafuda-Acrylic/dp/B09WDSBBVJ/ref=sr_1_585?qid=1686556502&s=fashion&sr=1-585,"Demon Slayer Cosplay Anime Earrings Tanjiro &amp; Hanafuda Earrings, Acrylic Earrings, Kimetsu No Yaiba",233, AED 43.27 ,No discount, AED 56.90 
https://www.amazon.ae/KALVICA-Hypoallergenic-Multicolored-Butterfly-Stainless/dp/B0B1PDB94R/ref=sr_1_586?qid=1686556502&s=fashion&sr=1-586,"KALVICA 4 Pairs Hypoallergenic Stud Earrings for Girls Women Small Cubic Zirconia Stud Earrings Set Multicolored Flower Butterfly Rainbow Heart Cute Jewelry Birthday Party Gifts, Stainless Steel",234, AED 43.27 ,No discount, AED 49.99 
https://www.amazon.ae/Bracelet-Women-Girls-Three-styles/dp/B098STQQJ6/ref=sr_1_629?qid=1686556507&s=fashion&sr=1-629,Gold Blue Bracelet for Women Girls Three Chain styles with Evil Eye Bead,239, AED 43.27 ,No discount, AED 14.90 
https://www.amazon.ae/LRGKMCWTOB-Stainless-Cartilage-Piercing-Glitter/dp/B0BNPMV88T/ref=sr_1_630?qid=1686556507&s=fashion&sr=1-630,LRGKMCWTOB 3pc 16g Stainless Steel Fake Lip Ear Nose Stud Ring Clip On Cartilage Non Piercing Rings Hoop Gothic Glitter CZ no hole fake lip nail lip clip lip ring,240, AED 43.27 ,No discount, AED 74.70 
https://www.amazon.ae/1piece-PinMarts-Bright-Yellow-Sunflower/dp/B008ODL1NK/ref=sr_1_631?qid=1686556507&s=fashion&sr=1-631,PinMart Detailed Yellow Sunflower Summer Enamel Lapel Brooch Pin,241, AED 43.27 ,No discount, AED 25.47 
https://www.amazon.ae/Gold-Tone-Necklace-Poolside-Delicate-Vacation/dp/B0C2YCQCJ1/ref=sr_1_632?qid=1686556507&s=fashion&sr=1-632,"Gold Flower Lace Chain, Bikini Body Chain Summer Body Chain Body Jewelry Elegant Body Chain Gold-Tone Necklace Poolside Jewelry Delicate Body Chain Vacation Jewelry Feminine Fashion Piece for Women",242, AED 43.28 ,No discount, AED 44.40 
https://www.amazon.ae/CISHOP-Womens-Gold-plated-Simulated-Earrings/dp/B07NF6M5MG/ref=sr_1_633?qid=1686556507&s=fashion&sr=1-633,CISHOP Women's 18K Gold-plated Simulated Pearl Earrings Kidney Wire Dangle Earrings,243, AED 43.28 ,No discount, AED 55.00 
https://www.amazon.ae/Style-Pearl-Dangles-Earrings-Fashion/dp/B09GKXCG32/ref=sr_1_634?qid=1686556507&s=fashion&sr=1-634,Lura Style Pearl Dangles Hoops Earrings for Women Fashion,244, AED 43.28 ,No discount, AED 29.00 
https://www.amazon.ae/Jumwrit-Necklace-Statement-Costume-Accessory/dp/B09MLYQ6YT/ref=sr_1_677?qid=1686556513&s=fashion&sr=1-677,Jumwrit Chunky Choker Necklace Statement Thick Necklace Heavy Chain Necklace Costume Accessory for Women Girls,249, AED 43.28 ,No discount, AED 102.72 
https://www.amazon.ae/Yellow-Chimes-Fashion-Oxidized-Stylish/dp/B07GRQ8CN8/ref=sr_1_678?qid=1686556513&s=fashion&sr=1-678,Yellow Chimes Fashion Oxidized Silver Floral Single Stylish Anklet for Girls and Women,250, AED 43.28 ,-17%, AED 9.17 
https://www.amazon.ae/Qimily-Earrings-Hypoallergenic-Lightweight-earrings/dp/B09THCSMP2/ref=sr_1_679?qid=1686556513&s=fashion&sr=1-679,Qimily Gold Hoop Earrings for Women，Gold Plated Hypoallergenic Lightweight Small Dainty Hoop Earrings Jewelry for Gifts,251, AED 43.28 ,No discount, AED 44.80 
https://www.amazon.ae/Swarovski-Elements-Sterling-Necklace-girlfriend/dp/B07M7XR71K/ref=sr_1_680?qid=1686556513&s=fashion&sr=1-680,Swarovski Elements Crystal 18K Gold Plated 925 Sterling Silver Diamond Pendant Necklace for Women Ladies Girls Gift Package J.Rosée Jewelry,252, AED 43.28 ,-33%, AED 72.95 
https://www.amazon.ae/Sterling-Rhodium-Plating-Lavari-Jewelers/dp/B083L876JT/ref=sr_1_681?qid=1686556513&s=fashion&sr=1-681,Black Onyx Flower Ring in 925 Sterling Silver with Rhodium Plating Size 6 by Lavari Jewelers,253, AED 43.28 ,No discount, AED 176.41 
https://www.amazon.ae/Accessories-Flapper-Feather-Headpieces-Necklace/dp/B0BJ1LB3FH/ref=sr_1_682?qid=1686556513&s=fashion&sr=1-682,6 PCS 1920s Great Gatsby Accessories Flapper Accessories 1920s Accessories for Women 1920s Feather Flapper Headpieces Necklace Gloves Roaring 20s Accessories for Women,254, AED 43.28 ,-10%, AED 71.99 
https://www.amazon.ae/Swarovski-Rose-Gold-Crystal-Necklace-5510698/dp/B07TTKNQ6D/ref=sr_1_725?qid=1686556518&s=fashion&sr=1-725,SWAROVSKI Women's Attract Crystal Necklace and Earrings Jewelry Collection,259, AED 43.28 ,No discount, AED 380.14 
https://www.amazon.ae/Buckley-london-womens-bamboo-bracelet/dp/B09Y641HQP/ref=sr_1_726?qid=1686556518&s=fashion&sr=1-726,"Buckley london women's bamboo bangle bracelet, rose gold",260, AED 43.29 ,-7%, AED 96.57 
https://www.amazon.ae/Hand%E2%80%91Made-Necklace-Jewelry-Bohemian-ValentineS/dp/B09LHC8V4C/ref=sr_1_727?qid=1686556518&s=fashion&sr=1-727,"Hand‑Made Beaded Necklace, Jewelry Bohemian Necklace, Hand‑Made Women Jewelry, Women'S Day for Girls Women Valentine'S Day",261, AED 43.29 ,No discount, AED 1.00 
https://www.amazon.ae/Earrings-Rhinestone-Teardrop-Chandelier-Adjustable/dp/B09LH4NDNL/ref=sr_1_728?qid=1686556518&s=fashion&sr=1-728,2 Pairs Prom Earrings Black Earrings for Women Wedding Bridal Earrings Crystal Rhinestone Prom Long Teardrop Earrings Chandelier Earrings,262, AED 43.29 ,No discount, AED 49.99 
https://www.amazon.ae/Merdia-Created-Crystal-Brooch-Vintage/dp/B01N0RIFUA/ref=sr_1_729?qid=1686556518&s=fashion&sr=1-729,"Merdia Created Crystal Brooch Fancy Vintage Style Flower Brooch Pin for Women, girls, ladies Blue color, Metal",263, AED 43.29 ,No discount, AED 48.23 
https://www.amazon.ae/GMESME-Plated-Zirconia-Classic-Bracelet/dp/B09NMYYNN6/ref=sr_1_730?qid=1686556518&s=fashion&sr=1-730,GMESME 18K White Gold Plated 4.0 Round Cubic Zirconia Classic Tennis Bracelet 6/6.5/7/7.5/8/8.5/9 Inch,264, AED 43.29 ,No discount, AED 63.99 
https://www.amazon.ae/Swarovski-Elements-Encrusted-Crystals-Matching/dp/B07N76ZRDJ/ref=sr_1_773?qid=1686556524&s=fashion&sr=1-773,"Swarovski Elements 18K White Gold Plated Jewelry Set Encrusted with Red Crystals and Matching Earrings, SWR-338",269, AED 43.29 ,No discount, AED 149.00 
https://www.amazon.ae/Decorate-Pendant-Bracelet-Buddhist-Possesse/dp/B0BGSQDWBR/ref=sr_1_774?qid=1686556524&s=fashion&sr=1-774,Feng Shui Decorate AAAAA Baltic Amber Wax Pendant Natural Golden Pearl 108 Bracelet AMBER PENDANT Men's And Women's Sweater Chain Lovers Bracelet Buddhist Rosary Ward Off Evil Spirits Fortune Possesse,270, AED 43.29 ,No discount, AED 113.61 
https://www.amazon.ae/Betsey-johnson-multi-colored-illusion-necklace/dp/B00UY46JLQ/ref=sr_1_775?qid=1686556524&s=fashion&sr=1-775,Betsey Johnson Weave and Sew Multi Woven Heart Illusion Necklace,271, AED 43.29 ,-24%, AED 141.00 
https://www.amazon.ae/Rose-Platinum-Plated-Black-Earrings/dp/B071R2BJBQ/ref=sr_1_776?qid=1686556524&s=fashion&sr=1-776,"Rose Gold Platinum Plated Black Earrings Clip On Push Back Lion 1"" L319",272, AED 43.29 ,No discount, AED 60.37 
https://www.amazon.ae/Lifequeen-Jewellery-Sterling-Starfish-Bracelets/dp/B08D3HWDZJ/ref=sr_1_777?qid=1686556524&s=fashion&sr=1-777,Lifequeen Jewellery 925 Sterling Silver Beach Charms Starfish Sea Turtle Tortoise Beads for Bracelets,273, AED 43.29 ,No discount, AED 95.18 
https://www.amazon.ae/Dolphin-Charms-Sterling-Jumping-Bracelet/dp/B07GV7J1S8/ref=sr_1_778?qid=1686556524&s=fashion&sr=1-778,Dolphin Charms 925 Sterling Silver Jumping Sea Animal Dangle Charms Fits 3mm Snake Chain Bracelet,274, AED 43.30 ,No discount, AED 77.35 
https://www.amazon.ae/YouBella-Stylish-Jewellery-Plated-Mix_Combo_103/dp/B07Q3X4PV9/ref=sr_1_821?qid=1686556530&s=fashion&sr=1-821,YouBella Stylish Fancy Party Wear Jewellery Gold Plated Jewellery Set for Women,279, AED 43.30 ,-22%, AED 19.24 
https://www.amazon.ae/YouBella-gold-plated-Stylish-Adjustable-Bracelet/dp/B07RT6BSJ7/ref=sr_1_822?qid=1686556530&s=fashion&sr=1-822,YouBella Silver and Gold Base Metal gold-plated Stylish Adjustable Bracelet for Girls and Women (Combo of 2),280, AED 43.30 ,-30%, AED 9.80 
https://www.amazon.ae/national-Womens-brooch-adults-Brooch/dp/B09LC845YW/ref=sr_1_823?qid=1686556530&s=fashion&sr=1-823,UAE national day Womens | Girls brooch for adults and kids i love uae lapel pins,281, AED 43.30 ,No discount, AED 15.00 
https://www.amazon.ae/Shining-Diva-Fashion-Butterfly-10925np/dp/B07Y9SLR1L/ref=sr_1_824?qid=1686556530&s=fashion&sr=1-824,Shining Diva Fashion AAA Crystal Platinum Plated Butterfly Stylish Chain Pendant Necklace for Women and Girls,282, AED 43.30 ,No discount, AED 14.55 
https://www.amazon.ae/Stylish-Designer-Dangling-Threader-Earring/dp/B07PW6N93N/ref=sr_1_825?qid=1686556530&s=fashion&sr=1-825,Yellow Chimes Stylish Party Wear Designer Range Pearl Dangling Sui Dhaga Threader Earring for Women &amp; Girls,283, AED 43.30 ,No discount, AED 28.01 
https://www.amazon.ae/Esprit-ES1L289M0085SET-Ladies-Set/dp/B09QCVVRHC/ref=sr_1_826?qid=1686556530&s=fashion&sr=1-826,Esprit ES1L289M0085SET Ladies Set,284, AED 43.30 ,No discount, AED 620.00 
https://www.amazon.ae/Cosydays-Rhinestone-Crystal-Sparkly-Jewelry/dp/B0B1D62BJ3/ref=sr_1_869?qid=1686556535&s=fashion&sr=1-869,Cosydays Rhinestone Leg Waist Chain Snake Leg Chain Crystal Body Thigh Chains Rave Party Bikini Body Jewelry for Women and Girls,289, AED 43.30 ,No discount, AED 50.97 
https://www.amazon.ae/Yellow-Matching-Titanium-Stainless-Bracelet/dp/B07CXM24W4/ref=sr_1_870?qid=1686556535&s=fashion&sr=1-870,Yellow Chimes His or Hers Matching Set His Queen Her King Titanium Stainless Steel Couple Bracelet Rings for Girls &amp; Boys (2 Pcs) (Black &amp; Black Couple Rings),290, AED 43.30 ,-24%, AED 10.14 
https://www.amazon.ae/Yellow-Chimes-Zirconia-Diamond-Bracelet/dp/B015VCM8G0/ref=sr_1_871?qid=1686556535&s=fashion&sr=1-871,Yellow Chimes Leafs-In-Tiara Swiss Cubic Zirconia 18K Gold Plated Diamond Strand Bracelet For Girls And Women,291, AED 43.30 ,No discount, AED 44.00 
